,price,powerStatusD,furnishedD,bathD,transactionTypeD,propTypeD,bedroomD,waterStatus,isPrimeLocProp,floorNo,floors,amenitiesCount,floorRatio
592,16500000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,N,4.0,22.0,26.0,0.18181818181818182
593,18000000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,N,10.0,16.0,12.0,0.625
594,9500000,No/Rare Powercut,Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,14.0,17.0,6.0,0.8235294117647058
595,8999000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,N,8.0,8.0,12.0,1.0
596,15920000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,1,Water Availability 24 Hours Available,Y,12.0,22.0,25.0,0.5454545454545454
597,22000000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,7.0,8.0,16.0,0.875
598,30000000,No/Rare Powercut,Semi-Furnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,Y,9.40818363273453,19.1626746506986,7.0,0.49096401229102654
599,8800000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,Y,9.40818363273453,19.1626746506986,12.0,0.49096401229102654
600,18500000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,Y,17.0,22.0,7.0,0.7727272727272727
601,15700000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,Y,9.40818363273453,19.1626746506986,10.0,0.49096401229102654
602,20000000,No/Rare Powercut,Semi-Furnished,4,Resale,Apartment,3,Water Availability 24 Hours Available,Y,30.0,41.0,31.0,0.7317073170731707
603,20500000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,3.0,17.0,24.0,0.17647058823529413
604,31500000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,7.0,12.0,19.0,0.5833333333333334
605,55100000,No/Rare Powercut,Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,N,2.0,6.0,13.0,0.3333333333333333
606,16000000,No/Rare Powercut,Unfurnished,1,Resale,Apartment,1,Water Availability 24 Hours Available,N,1.0,7.0,14.444773175542407,0.14285714285714285
607,7000000,No/Rare Powercut,Unfurnished,1,New Property,Apartment,1,Water Availability 24 Hours Available,Y,10.0,30.0,16.0,0.3333333333333333
608,60000000,No/Rare Powercut,Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,N,2.0,21.0,24.0,0.09523809523809523
609,3699000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,3,Water Availability 24 Hours Available,Y,10.0,27.0,25.0,0.37037037037037035
610,3200000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,1,Water Availability 24 Hours Available,Y,24.0,67.0,15.0,0.3582089552238806
611,15000000,No/Rare Powercut,Unfurnished,1,Resale,Apartment,1,Water Availability 24 Hours Available,N,15.0,42.0,14.444773175542407,0.35714285714285715
612,6500000,No/Rare Powercut,Furnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,Y,14.0,14.0,8.0,1.0
613,19100000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,9.40818363273453,19.1626746506986,27.0,0.49096401229102654
614,22000000,No/Rare Powercut,Unfurnished,1,New Property,Apartment,1,Water Availability 24 Hours Available,Y,10.0,21.0,7.0,0.47619047619047616
615,17000000,No/Rare Powercut,Unfurnished,1,Resale,Apartment,1,Water Availability 12 Hours Available,N,1.0,14.0,14.444773175542407,0.07142857142857142
616,56500000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,7.0,22.0,25.0,0.3181818181818182
617,8700000,No/Rare Powercut,Semi-Furnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,Y,4.0,7.0,14.0,0.5714285714285714
618,35000000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,3.0,6.0,6.0,0.5
619,6500000,No/Rare Powercut,Semi-Furnished,1,Resale,Apartment,2,Water Availability 24 Hours Available,Y,4.0,7.0,4.0,0.5714285714285714
620,60000000,Less Than 2 Hour Powercut,Semi-Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,N,6.0,7.0,8.0,0.8571428571428571
621,25000000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,3,Water Availability 24 Hours Available,N,9.0,27.0,25.0,0.3333333333333333
622,20000000,No/Rare Powercut,Unfurnished,1,Resale,Apartment,1,Water Availability 24 Hours Available,Y,3.0,6.0,13.0,0.5
623,20000000,No/Rare Powercut,Unfurnished,6,Resale,Apartment,4,Water Availability 24 Hours Available,Y,13.0,24.0,36.0,0.5416666666666666
624,2400000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,N,4.0,25.0,12.0,0.16
625,1500000,No/Rare Powercut,Furnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,Y,0.0,4.0,8.0,0.0
626,70000000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,N,12.0,20.0,14.444773175542407,0.6
627,2800000,No/Rare Powercut,Furnished,4,Resale,Apartment,4,Water Availability 24 Hours Available,N,6.0,6.0,10.0,1.0
628,16000000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,Y,9.40818363273453,19.1626746506986,14.0,0.49096401229102654
629,29000000,No/Rare Powercut,Furnished,1,Resale,Apartment,1,Water Availability 24 Hours Available,Y,11.0,32.0,16.0,0.34375
630,15700000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,18.0,37.0,19.0,0.4864864864864865
631,14950000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,N,2.0,7.0,6.0,0.2857142857142857
632,4000000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,9.40818363273453,19.1626746506986,5.0,0.49096401229102654
633,16000000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,N,0.0,4.0,14.444773175542407,0.0
634,21450000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,1.0,1.0,19.0,1.0
635,20000000,No/Rare Powercut,Unfurnished,1,Resale,Apartment,1,Water Availability 6 Hours Available,Y,1.0,4.0,6.0,0.25
636,24000000,No/Rare Powercut,Semi-Furnished,1,Resale,Apartment,1,Water Availability 2 Hours Available,N,1.0,7.0,2.0,0.14285714285714285
637,13500000,No/Rare Powercut,Furnished,6,Resale,Apartment,6,Water Availability 24 Hours Available,Y,9.40818363273453,19.1626746506986,29.0,0.49096401229102654
638,6000000,No/Rare Powercut,Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,N,5.0,6.0,13.0,0.8333333333333334
639,114000000,No/Rare Powercut,Semi-Furnished,5,Resale,Apartment,4,Water Availability 24 Hours Available,Y,14.0,52.0,28.0,0.2692307692307692
640,56000000,No/Rare Powercut,Unfurnished,5,New Property,Apartment,4,Water Availability 24 Hours Available,Y,29.0,61.0,44.0,0.47540983606557374
641,41700000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,22.0,46.0,22.0,0.4782608695652174
642,37000000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,16.0,39.0,16.0,0.41025641025641024
643,38500000,No/Rare Powercut,Semi-Furnished,2,New Property,Apartment,1,Water Availability 1 Hour Available,Y,14.0,22.0,33.0,0.6363636363636364
644,92500000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,4.0,12.0,2.0,0.3333333333333333
645,37150000,No/Rare Powercut,Furnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,Y,6.0,7.0,6.0,0.8571428571428571
646,68000000,No/Rare Powercut,Semi-Furnished,2,Resale,Residential House,1,Water Availability 24 Hours Available,Y,2.0,3.0,7.0,0.6666666666666666
647,150000000,No/Rare Powercut,Semi-Furnished,2,New Property,Builder Floor Apartment,2,Water Availability 24 Hours Available,Y,5.0,6.0,48.0,0.8333333333333334
648,31000000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,36.0,43.0,41.0,0.8372093023255814
649,12900000,No/Rare Powercut,Unfurnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,Y,5.0,7.0,12.0,0.7142857142857143
650,11500000,No/Rare Powercut,Semi-Furnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,Y,9.40818363273453,19.1626746506986,18.0,0.49096401229102654
651,9800000,No/Rare Powercut,Furnished,3,Resale,Apartment,2,Water Availability 24 Hours Available,Y,1.0,7.0,14.0,0.14285714285714285
652,18500000,Less Than 2 Hour Powercut,Unfurnished,2,Resale,Apartment,1,Water Availability 1 Hour Available,Y,9.40818363273453,19.1626746506986,2.0,0.49096401229102654
653,115000000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,27.0,36.0,18.0,0.75
654,630000000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,5.0,11.0,6.0,0.45454545454545453
655,18500000,No/Rare Powercut,Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,N,3.0,40.0,8.0,0.075
656,15500000,No/Rare Powercut,Semi-Furnished,3,Resale,Apartment,1,Water Availability 24 Hours Available,Y,2.0,2.0,8.0,1.0
657,40000000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,N,10.0,15.0,7.0,0.6666666666666666
658,62000000,No/Rare Powercut,Semi-Furnished,1,Resale,Apartment,1,Water Availability 24 Hours Available,N,4.0,7.0,14.444773175542407,0.5714285714285714
659,108000000,No/Rare Powercut,Unfurnished,1,Resale,Apartment,1,Water Availability 24 Hours Available,Y,7.0,7.0,5.0,1.0
660,6500000,No/Rare Powercut,Unfurnished,1,Resale,Apartment,1,Water Availability 24 Hours Available,N,0.0,7.0,14.444773175542407,0.0
661,14000000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,19.0,22.0,18.0,0.8636363636363636
662,12500000,No/Rare Powercut,Semi-Furnished,2,Resale,Residential House,1,Water Availability 2 Hours Available,N,0.0,4.0,3.0,0.0
663,28000000,No/Rare Powercut,Unfurnished,3,Resale,Apartment,2,Water Availability 24 Hours Available,Y,7.0,16.0,7.0,0.4375
664,13500000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,1,Water Availability 24 Hours Available,Y,3.0,11.0,14.444773175542407,0.2727272727272727
665,7800000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,Y,6.0,7.0,2.0,0.8571428571428571
666,8400000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,1,Water Availability 24 Hours Available,Y,7.0,23.0,19.0,0.30434782608695654
667,8500000,No/Rare Powercut,Furnished,2,Resale,Apartment,3,Water Availability 24 Hours Available,Y,8.0,20.0,12.0,0.4
668,15000000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,6.0,8.0,12.0,0.75
669,15200000,No/Rare Powercut,Semi-Furnished,4,Resale,Apartment,3,Water Availability 24 Hours Available,N,4.0,5.0,15.0,0.8
670,7000000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,10.0,15.0,16.0,0.6666666666666666
671,8100000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,9.40818363273453,19.1626746506986,14.444773175542407,0.49096401229102654
672,14500000,No/Rare Powercut,Unfurnished,1,Resale,Apartment,1,Water Availability 24 Hours Available,Y,0.0,8.0,7.0,0.0
673,1800000,No/Rare Powercut,Unfurnished,1,Resale,Apartment,1,Water Availability 24 Hours Available,Y,20.0,24.0,2.0,0.8333333333333334
674,24000000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,4.0,5.0,4.0,0.8
675,56000000,No/Rare Powercut,Unfurnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,Y,39.0,50.0,20.0,0.78
676,40000000,No/Rare Powercut,Unfurnished,3,New Property,Apartment,3,Water Availability 24 Hours Available,Y,38.0,61.0,29.0,0.6229508196721312
677,42500000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,9.0,22.0,24.0,0.4090909090909091
678,105000000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,13.0,21.0,12.0,0.6190476190476191
679,12000000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,N,11.0,19.0,19.0,0.5789473684210527
680,18500000,No/Rare Powercut,Semi-Furnished,1,Resale,Apartment,1,Water Availability 1 Hour Available,N,5.0,7.0,21.0,0.7142857142857143
681,91100000,No/Rare Powercut,Unfurnished,5,New Property,Apartment,3,Water Availability 24 Hours Available,Y,9.40818363273453,19.1626746506986,13.0,0.49096401229102654
682,17100000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,18.0,36.0,15.0,0.5
683,11000000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,6.0,12.0,11.0,0.5
684,24500000,No/Rare Powercut,Unfurnished,4,New Property,Apartment,4,Water Availability 24 Hours Available,Y,18.0,32.0,20.0,0.5625
685,10600000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,23.0,38.0,6.0,0.6052631578947368
686,17900000,No/Rare Powercut,Unfurnished,4,New Property,Apartment,3,Water Availability 24 Hours Available,Y,18.0,20.0,21.0,0.9
687,16300000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,3,Water Availability 24 Hours Available,Y,35.0,37.0,35.0,0.9459459459459459
688,15700000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,15.0,22.0,19.0,0.6818181818181818
689,35500000,No/Rare Powercut,Unfurnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,Y,9.40818363273453,19.1626746506986,16.0,0.49096401229102654
690,17000000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,1,Water Availability 24 Hours Available,Y,8.0,22.0,21.0,0.36363636363636365
691,75000000,No/Rare Powercut,Unfurnished,3,New Property,Apartment,3,Water Availability 24 Hours Available,Y,10.0,18.0,15.0,0.5555555555555556
692,52000000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,3.0,42.0,18.0,0.07142857142857142
693,55000000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,6.0,8.0,18.0,0.75
694,34000000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,16.0,17.0,5.0,0.9411764705882353
695,26500000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,9.0,10.0,16.0,0.9
696,10800000,No/Rare Powercut,Furnished,2,Resale,Apartment,3,Water Availability 24 Hours Available,Y,17.0,22.0,21.0,0.7727272727272727
697,8700000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,Y,2.0,15.0,5.0,0.13333333333333333
698,6500000,No/Rare Powercut,Furnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,Y,1.0,4.0,5.0,0.25
699,17500000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,5.0,9.0,15.0,0.5555555555555556
700,32500000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,13.0,22.0,4.0,0.5909090909090909
701,18500000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,3.0,14.0,20.0,0.21428571428571427
702,13000000,No/Rare Powercut,Unfurnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,Y,5.0,5.0,13.0,1.0
703,27000000,No/Rare Powercut,Unfurnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,Y,9.0,11.0,10.0,0.8181818181818182
704,27500000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,N,2.0,4.0,14.444773175542407,0.5
705,7500000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,N,3.0,14.0,8.0,0.21428571428571427
706,24514940,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,11.0,36.0,31.0,0.3055555555555556
707,56000000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,1,Water Availability 24 Hours Available,Y,10.0,22.0,11.0,0.45454545454545453
708,26500000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,3,Water Availability 24 Hours Available,Y,2.0,23.0,8.0,0.08695652173913043
709,65000000,No/Rare Powercut,Furnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,Y,11.0,11.0,23.0,1.0
710,240000000,No/Rare Powercut,Semi-Furnished,5,New Property,Apartment,4,Water Availability 24 Hours Available,Y,18.0,64.0,12.0,0.28125
711,9300000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,Y,1.0,8.0,10.0,0.125
712,9000000,No/Rare Powercut,Furnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,Y,0.0,7.0,15.0,0.0
713,70000000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,3,Water Availability 24 Hours Available,Y,18.0,18.0,12.0,1.0
714,85000000,No/Rare Powercut,Furnished,5,Resale,Apartment,4,Water Availability 24 Hours Available,Y,21.0,28.0,19.0,0.75
715,31000000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,10.0,20.0,7.0,0.5
716,30000000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,5.0,10.0,17.0,0.5
717,112000000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,9.40818363273453,19.1626746506986,7.0,0.49096401229102654
718,15500000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,45.0,78.0,24.0,0.5769230769230769
719,132000000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,10.0,16.0,14.0,0.625
720,32500000,No/Rare Powercut,Semi-Furnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,Y,3.0,7.0,14.444773175542407,0.42857142857142855
721,80000000,No/Rare Powercut,Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,1.0,11.0,21.0,0.09090909090909091
722,13000000,No/Rare Powercut,Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,N,2.0,8.0,13.0,0.25
723,23000000,No/Rare Powercut,Unfurnished,3,New Property,Apartment,3,Water Availability 24 Hours Available,N,14.0,17.0,19.0,0.8235294117647058
724,15000000,No/Rare Powercut,Semi-Furnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,N,7.0,32.0,19.0,0.21875
725,500000000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,N,1.0,17.0,15.0,0.058823529411764705
726,9500000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,8.0,26.0,36.0,0.3076923076923077
727,32500000,No/Rare Powercut,Semi-Furnished,5,Resale,Villa,5,Water Availability 24 Hours Available,N,9.40818363273453,19.1626746506986,9.0,0.49096401229102654
728,5500000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,Y,2.0,2.0,9.0,1.0
729,6500000,No/Rare Powercut,Semi-Furnished,3,New Property,Apartment,3,Water Availability 24 Hours Available,Y,11.0,15.0,14.0,0.7333333333333333
730,8900000,No/Rare Powercut,Semi-Furnished,2,New Property,Apartment,1,Water Availability 24 Hours Available,Y,10.0,35.0,41.0,0.2857142857142857
731,9500000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,10.0,15.0,10.0,0.6666666666666666
732,6592000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,1,Water Availability 24 Hours Available,Y,20.0,47.0,13.0,0.425531914893617
733,15000000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,8.0,8.0,2.0,1.0
734,14200000,No/Rare Powercut,Unfurnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,Y,5.0,13.0,10.0,0.38461538461538464
735,4100000,No/Rare Powercut,Unfurnished,1,New Property,Apartment,2,Water Availability 24 Hours Available,Y,12.0,13.0,11.0,0.9230769230769231
736,41100000,No/Rare Powercut,Semi-Furnished,1,Resale,Apartment,1,Water Availability 24 Hours Available,Y,9.40818363273453,19.1626746506986,7.0,0.49096401229102654
737,18000000,No/Rare Powercut,Unfurnished,5,New Property,Apartment,4,Water Availability 24 Hours Available,Y,13.0,15.0,25.0,0.8666666666666667
738,25000000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,10.0,19.0,15.0,0.5263157894736842
739,12700000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,2.0,7.0,16.0,0.2857142857142857
740,15000000,No/Rare Powercut,Unfurnished,3,New Property,Apartment,3,Water Availability 24 Hours Available,Y,9.0,13.0,2.0,0.6923076923076923
741,22500000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,Y,1.0,6.0,4.0,0.16666666666666666
742,17200000,No/Rare Powercut,Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,N,8.0,19.0,3.0,0.42105263157894735
743,25000000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,2,Water Availability 12 Hours Available,Y,6.0,6.0,6.0,1.0
744,4700000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,1,Water Availability 1 Hour Available,Y,9.40818363273453,19.1626746506986,3.0,0.49096401229102654
745,6450000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,9.40818363273453,19.1626746506986,23.0,0.49096401229102654
746,10000000,No/Rare Powercut,Furnished,1,Resale,Apartment,1,Water Availability 24 Hours Available,N,4.0,7.0,12.0,0.5714285714285714
747,5850000,No/Rare Powercut,Semi-Furnished,1,Resale,Apartment,1,Water Availability 24 Hours Available,N,1.0,3.0,14.444773175542407,0.3333333333333333
748,5000000,No/Rare Powercut,Furnished,1,Resale,Apartment,1,Water Availability 24 Hours Available,N,1.0,7.0,2.0,0.14285714285714285
749,2500000,No/Rare Powercut,Furnished,1,Resale,Apartment,1,Water Availability 24 Hours Available,N,4.0,6.0,8.0,0.6666666666666666
750,2450000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,3,Water Availability 24 Hours Available,Y,0.0,2.0,4.0,0.0
751,4000000,No/Rare Powercut,Semi-Furnished,3,New Property,Apartment,3,Water Availability 24 Hours Available,N,18.0,22.0,24.0,0.8181818181818182
752,23000000,No/Rare Powercut,Furnished,1,Resale,Apartment,1,Water Availability 24 Hours Available,N,0.0,5.0,9.0,0.0
753,2700000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,3.0,6.0,6.0,0.5
754,6000000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,2,Water Availability 2 Hours Available,Y,5.0,7.0,2.0,0.7142857142857143
755,7500000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,N,6.0,17.0,7.0,0.35294117647058826
756,1600000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,N,11.0,16.0,14.444773175542407,0.6875
757,14500000,No/Rare Powercut,Semi-Furnished,1,Resale,Apartment,2,Water Availability 24 Hours Available,Y,0.0,4.0,6.0,0.0
758,3500000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,Y,5.0,17.0,5.0,0.29411764705882354
759,5500000,No/Rare Powercut,Furnished,2,New Property,Residential House,2,Water Availability 24 Hours Available,Y,-2.0,10.0,24.0,-0.2
760,5000000,No/Rare Powercut,Semi-Furnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,Y,-2.0,20.0,17.0,-0.1
761,8500000,Less Than 2 Hour Powercut,Unfurnished,1,Resale,Builder Floor Apartment,1,Water Availability 1 Hour Available,N,2.0,4.0,14.444773175542407,0.5
762,4500000,No/Rare Powercut,Unfurnished,3,Resale,Apartment,3,Water Availability 2 Hours Available,Y,4.0,7.0,3.0,0.5714285714285714
763,7000000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,2.0,4.0,14.444773175542407,0.5
764,4400000,No/Rare Powercut,Furnished,1,Resale,Apartment,1,Water Availability 24 Hours Available,N,7.0,7.0,8.0,1.0
765,8500000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,N,9.0,10.0,4.0,0.9
766,15100000,No/Rare Powercut,Unfurnished,1,Resale,Residential House,1,Water Availability 6 Hours Available,N,0.0,1.0,14.444773175542407,0.0
767,37000000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,2.0,45.0,21.0,0.044444444444444446
768,35000000,No/Rare Powercut,Unfurnished,4,New Property,Apartment,4,Water Availability 24 Hours Available,N,5.0,22.0,7.0,0.22727272727272727
769,29000000,No/Rare Powercut,Unfurnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,Y,8.0,29.0,30.0,0.27586206896551724
770,18500000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,3,Water Availability 24 Hours Available,N,9.40818363273453,19.1626746506986,14.0,0.49096401229102654
771,9500000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,1.0,14.0,9.0,0.07142857142857142
772,3200000,No/Rare Powercut,Furnished,2,Resale,Builder Floor Apartment,2,Water Availability 24 Hours Available,Y,2.0,3.0,3.0,0.6666666666666666
773,2650000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,N,0.0,3.0,5.0,0.0
774,6000000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,2,Water Availability 2 Hours Available,Y,4.0,7.0,7.0,0.5714285714285714
775,10500000,No/Rare Powercut,Semi-Furnished,3,New Property,Apartment,3,Water Availability 24 Hours Available,Y,9.40818363273453,19.1626746506986,10.0,0.49096401229102654
776,15000000,No/Rare Powercut,Unfurnished,1,Resale,Apartment,1,Water Availability 24 Hours Available,Y,3.0,7.0,11.0,0.42857142857142855
777,62500000,No/Rare Powercut,Unfurnished,3,Resale,Apartment,2,Water Availability 24 Hours Available,Y,7.0,7.0,11.0,1.0
778,20000000,No/Rare Powercut,Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,N,2.0,3.0,2.0,0.6666666666666666
779,16500000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,5.0,17.0,9.0,0.29411764705882354
